machine_id,time_stamp,failure_domain_1,failure_domain_2,cpu_num,mem_size,status
m_1092,340053,52,14.0,96,100,USING
m_1092,447886,52,14.0,96,100,USING
m_1092,553485,52,14.0,96,100,USING
m_1092,557098,52,14.0,96,100,USING
m_1093,573299,223,19.0,96,100,USING
m_1093,579026,223,19.0,96,100,USING
m_1094,340043,127,17.0,96,100,USING
m_1094,348356,127,17.0,96,100,USING
m_1096,223210,62,15.0,96,100,USING
m_1096,228400,62,15.0,96,100,USING
m_1096,389645,62,15.0,96,100,USING
m_1097,167307,25,5.0,96,100,USING
m_11,363759,257,10.0,96,100,USING
m_11,365592,257,10.0,96,100,USING
m_11,538438,257,10.0,96,100,USING
m_11,548084,257,10.0,96,100,USING
m_1101,161762,192,8.0,96,100,USING
m_1101,167554,192,8.0,96,100,USING
m_1101,252599,192,8.0,96,100,USING
m_1101,254287,192,8.0,96,100,USING
m_1102,576336,255,19.0,96,100,USING
m_1103,571338,63,5.0,96,100,USING
m_1103,580172,63,5.0,96,100,USING
m_1105,246479,278,17.0,96,100,USING
m_1106,578874,74,19.0,96,100,USING
m_1106,582740,74,19.0,96,100,USING
m_1107,318052,60,14.0,96,100,USING
m_1107,319982,60,14.0,96,100,USING
m_1109,573594,229,1.0,96,100,USING
m_1109,575091,229,1.0,96,100,USING
m_111,571411,55,17.0,96,100,USING
m_111,576644,55,17.0,96,100,USING
m_1110,566136,61,3.0,96,100,USING
m_1110,582421,61,3.0,96,100,USING
m_1113,339168,136,20.0,96,100,USING
m_1113,341125,136,20.0,96,100,USING
m_1113,347096,136,20.0,96,100,USING
m_1113,568373,136,20.0,96,100,USING
m_1113,574392,136,20.0,96,100,USING
m_1115,234810,85,12.0,96,100,USING
m_1115,239354,85,12.0,96,100,USING
m_1116,220069,194,9.0,96,100,USING
m_1117,339306,44,9.0,96,100,USING
m_1118,223898,58,14.0,96,100,USING
m_1118,225739,58,14.0,96,100,USING
m_1118,231846,58,14.0,96,100,USING
m_1119,598394,53,15.0,96,100,USING
m_112,159837,236,3.0,96,100,USING
m_112,167653,236,3.0,96,100,USING
m_1121,127449,38,7.0,96,100,USING
m_1121,135379,38,7.0,96,100,USING
m_1121,165906,38,7.0,96,100,USING
m_1122,229441,231,1.0,96,100,USING
m_1122,232492,231,1.0,96,100,USING
m_1122,429612,231,1.0,96,100,USING
m_1125,599239,33,5.0,96,100,USING
m_1126,569325,261,11.0,96,100,USING
m_1126,583984,261,11.0,96,100,USING
m_1128,401425,92,19.0,96,100,USING
m_1128,402524,92,19.0,96,100,USING
m_1128,571640,92,19.0,96,100,USING
m_1128,587012,92,19.0,96,100,USING
m_1130,246475,31,5.0,96,100,USING
m_1130,248140,31,5.0,96,100,USING
m_1130,568302,31,5.0,96,100,USING
m_1130,579154,31,5.0,96,100,USING
m_1131,259955,208,14.0,96,100,USING
m_1131,261802,208,14.0,96,100,USING
m_1132,343535,60,2.0,96,100,USING
m_1132,344591,60,2.0,96,100,USING
m_1133,157678,93,20.0,96,100,USING
m_1133,165190,93,20.0,96,100,USING
m_1133,324531,93,20.0,96,100,USING
m_1133,534521,93,20.0,96,100,USING
m_1133,548612,93,20.0,96,100,USING
m_1134,357340,19,19.0,96,100,USING
m_1134,385934,19,19.0,96,100,USING
m_1134,564735,19,19.0,96,100,USING
m_1134,580724,19,19.0,96,100,USING
m_1135,345801,86,13.0,96,100,USING
m_1136,554260,66,16.0,96,100,USING
m_1136,559276,66,16.0,96,100,USING
m_1136,563288,66,16.0,96,100,USING
m_1139,127301,13,13.0,96,100,USING
m_1139,135565,13,13.0,96,100,USING
m_1139,162986,13,13.0,96,100,USING
m_1139,164320,13,13.0,96,100,USING
m_1139,249643,13,13.0,96,100,USING
m_1139,536267,13,13.0,96,100,USING
m_1139,552924,13,13.0,96,100,USING
m_114,338774,67,17.0,96,100,USING
m_114,572853,67,17.0,96,100,USING
m_114,578796,67,17.0,96,100,USING
m_1140,535097,79,6.0,96,100,USING
m_1140,547591,79,6.0,96,100,USING
m_1140,573361,79,6.0,96,100,USING
m_1140,579461,79,6.0,96,100,USING
m_1141,213431,4,4.0,96,100,USING
m_1141,260641,4,4.0,96,100,USING
m_1141,262361,4,4.0,96,100,USING
m_1141,459642,4,4.0,96,100,USING
m_1141,463486,4,4.0,96,100,USING
m_1141,572951,4,4.0,96,100,USING
m_1141,579221,4,4.0,96,100,USING
m_1142,569903,17,17.0,96,100,USING
m_1142,571770,17,17.0,96,100,USING
m_1142,577517,17,17.0,96,100,USING
m_1142,579220,17,17.0,96,100,USING
m_1142,584265,17,17.0,96,100,USING
m_1142,586066,17,17.0,96,100,USING
m_1142,589083,17,17.0,96,100,USING
m_1142,593610,17,17.0,96,100,USING
m_1143,329418,190,8.0,96,100,USING
m_1143,330561,190,8.0,96,100,USING
m_1144,541041,89,16.0,96,100,USING
m_1144,548568,89,16.0,96,100,USING
m_1145,578592,28,8.0,96,100,USING
m_1145,582570,28,8.0,96,100,USING
m_1146,162882,18,18.0,96,100,USING
m_1146,166408,18,18.0,96,100,USING
m_1146,170678,18,18.0,96,100,USING
m_1146,235274,18,18.0,96,100,USING
m_1146,237849,18,18.0,96,100,USING
m_1146,244247,18,18.0,96,100,USING
m_1146,310407,18,18.0,96,100,USING
m_1146,315092,18,18.0,96,100,USING
m_1149,597594,237,3.0,96,100,USING
m_115,238398,55,13.0,96,100,USING
m_115,242058,55,13.0,96,100,USING
m_1151,157659,86,13.0,96,100,USING
m_1151,160844,86,13.0,96,100,USING
m_1151,340014,86,13.0,96,100,USING
m_1152,573243,3,3.0,96,100,USING
m_1152,574882,3,3.0,96,100,USING
m_1153,347962,27,7.0,96,100,USING
m_1153,357339,27,7.0,96,100,USING
m_1153,375760,27,7.0,96,100,USING
m_1153,568286,27,7.0,96,100,USING
m_1153,584125,27,7.0,96,100,USING
m_1155,554126,37,7.0,96,100,USING
m_1155,557800,37,7.0,96,100,USING
m_1155,566139,37,7.0,96,100,USING
m_1156,241870,9,9.0,96,100,USING
m_1156,248366,9,9.0,96,100,USING
m_1157,121296,290,2.0,96,100,USING
m_1158,394014,290,2.0,96,100,USING
m_1158,573399,290,2.0,96,100,USING
m_1158,582954,290,2.0,96,100,USING
m_116,180484,252,8.0,96,100,USING
m_1161,538454,53,12.0,96,100,USING
m_1161,551659,53,12.0,96,100,USING
m_1164,297399,47,10.0,96,100,USING
m_1164,302627,47,10.0,96,100,USING
m_1165,342399,182,15.0,96,100,USING
m_1166,568224,87,14.0,96,100,USING
m_1166,585725,87,14.0,96,100,USING
m_1169,340306,163,9.0,96,100,USING
m_1169,347383,163,9.0,96,100,USING
m_117,222381,255,9.0,96,100,USING
m_117,228831,255,9.0,96,100,USING
m_1172,350964,25,3.0,96,100,USING
m_1172,435867,25,3.0,96,100,USING
m_1172,444749,25,3.0,96,100,USING
m_1172,450118,25,3.0,96,100,USING
m_1174,223633,3,3.0,96,100,USING
m_1176,579525,127,17.0,96,100,USING
m_1176,583142,127,17.0,96,100,USING
m_1177,127355,169,11.0,96,100,USING
m_1177,135328,169,11.0,96,100,USING
m_1177,162324,169,11.0,96,100,USING
m_1177,164268,169,11.0,96,100,USING
m_1177,338848,169,11.0,96,100,USING
m_1177,340286,169,11.0,96,100,USING
m_1177,537995,169,11.0,96,100,USING
m_1177,546051,169,11.0,96,100,USING
m_1178,135432,132,8.0,96,100,USING
m_1178,322204,132,8.0,96,100,USING
m_1178,323510,132,8.0,96,100,USING
m_1180,599739,53,12.0,96,100,USING
m_1181,336287,54,12.0,96,100,USING
m_1181,338037,54,12.0,96,100,USING
m_1181,457696,54,12.0,96,100,USING
m_1181,459655,54,12.0,96,100,USING
m_1182,216815,254,19.0,96,100,USING
m_1183,231679,2,2.0,96,100,USING
m_1183,238195,2,2.0,96,100,USING
m_1183,573297,2,2.0,96,100,USING
m_1183,574392,2,2.0,96,100,USING
m_1186,142308,84,11.0,96,100,USING
m_1186,148943,84,11.0,96,100,USING
m_1186,253473,84,11.0,96,100,USING
m_1186,317754,84,11.0,96,100,USING
m_1186,319649,84,11.0,96,100,USING
m_1187,538419,248,7.0,96,100,USING
m_1187,555157,248,7.0,96,100,USING
m_1188,538254,91,5.0,96,100,USING
m_1188,550678,91,5.0,96,100,USING
m_1188,571249,91,5.0,96,100,USING
m_1188,575294,91,5.0,96,100,USING
m_1189,568526,220,18.0,96,100,USING
m_1189,579540,220,18.0,96,100,USING
m_119,598175,8,8.0,96,100,USING
m_1191,240412,80,7.0,96,100,USING
m_1191,245662,80,7.0,96,100,USING
m_1192,318092,230,1.0,96,100,USING
m_1192,319596,230,1.0,96,100,USING
m_1192,569644,230,1.0,96,100,USING
m_1192,573007,230,1.0,96,100,USING
m_1193,538288,57,19.0,96,100,USING
m_1193,550692,57,19.0,96,100,USING
m_1194,566828,114,12.0,96,100,USING
m_1194,573164,114,12.0,96,100,USING
m_1195,536419,158,7.0,96,100,USING
m_1195,548838,158,7.0,96,100,USING
m_1196,598418,63,15.0,96,100,USING
m_1197,122322,210,14.0,96,100,USING
m_1197,245562,210,14.0,96,100,USING
m_1197,402683,210,14.0,96,100,USING
m_1199,567476,25,13.0,96,100,USING
m_1199,572764,25,13.0,96,100,USING
m_120,566246,57,19.0,96,100,USING
m_120,585899,57,19.0,96,100,USING
m_1200,126732,70,18.0,96,100,USING
m_1200,134880,70,18.0,96,100,USING
m_1200,162255,70,18.0,96,100,USING
m_1200,163951,70,18.0,96,100,USING
m_1200,170214,70,18.0,96,100,USING
m_1200,582914,70,18.0,96,100,USING
m_1200,586173,70,18.0,96,100,USING
m_1203,252141,253,19.0,96,100,USING
m_1203,258642,253,19.0,96,100,USING
m_1203,318058,253,19.0,96,100,USING
m_1203,325887,253,19.0,96,100,USING
m_1203,570331,253,19.0,96,100,USING
m_1203,576335,253,19.0,96,100,USING
m_1204,313598,81,8.0,96,100,USING
m_1205,348002,80,1.0,96,100,USING
m_1205,384682,80,1.0,96,100,USING
m_1206,350682,38,7.0,96,100,USING
m_1206,352050,38,7.0,96,100,USING
m_1207,573511,280,8.0,96,100,USING
m_1207,576504,280,8.0,96,100,USING
m_1209,146102,7,7.0,96,100,USING
m_1209,153778,7,7.0,96,100,USING
m_1210,350842,50,11.0,96,100,USING
m_1210,435832,50,11.0,96,100,USING
m_1210,438267,50,11.0,96,100,USING
m_1211,126565,10,10.0,96,100,USING
m_1211,135095,10,10.0,96,100,USING
m_1211,162881,10,10.0,96,100,USING
m_1211,166410,10,10.0,96,100,USING
m_1211,332134,10,10.0,96,100,USING
m_1211,337084,10,10.0,96,100,USING
m_1211,454079,10,10.0,96,100,USING
m_1211,456094,10,10.0,96,100,USING
m_1212,338791,51,11.0,96,100,USING
m_1212,384667,51,11.0,96,100,USING
m_1212,390176,51,11.0,96,100,USING
m_1218,568509,66,6.0,96,100,USING
m_1218,573397,66,6.0,96,100,USING
m_1219,148900,210,14.0,96,100,USING
m_1219,599953,210,14.0,96,100,USING
m_122,249529,55,13.0,96,100,USING
m_122,264399,55,13.0,96,100,USING
m_122,268241,55,13.0,96,100,USING
m_1220,159710,55,17.0,96,100,USING
m_1220,162291,55,17.0,96,100,USING
m_1220,166855,55,17.0,96,100,USING
m_1221,213854,4,4.0,96,100,USING
m_1221,215905,4,4.0,96,100,USING
m_1222,284735,80,7.0,96,100,USING
m_1225,235726,7,7.0,96,100,USING
m_1225,244195,7,7.0,96,100,USING
m_1231,597553,160,8.0,96,100,USING
m_1233,314004,20,1.0,96,100,USING
m_1233,317257,20,1.0,96,100,USING
m_1233,346827,20,1.0,96,100,USING
m_1233,547494,20,1.0,96,100,USING
m_1233,549350,20,1.0,96,100,USING
m_1234,158048,90,17.0,96,100,USING
m_1234,163848,90,17.0,96,100,USING
m_1234,338473,90,17.0,96,100,USING
m_1234,342482,90,17.0,96,100,USING
m_1235,339104,25,5.0,96,100,USING
m_1235,341058,25,5.0,96,100,USING
m_1236,235835,246,16.0,96,100,USING
m_1237,157677,90,17.0,96,100,USING
m_1237,166642,90,17.0,96,100,USING
m_1237,325705,90,17.0,96,100,USING
m_1237,340030,90,17.0,96,100,USING
m_1238,331412,90,17.0,96,100,USING
m_1238,340031,90,17.0,96,100,USING
m_124,574433,34,6.0,96,100,USING
m_124,584020,34,6.0,96,100,USING
m_1240,238550,81,8.0,96,100,USING
m_1240,240419,81,8.0,96,100,USING
m_1240,321961,81,8.0,96,100,USING
m_1240,323454,81,8.0,96,100,USING
m_1242,127104,161,8.0,96,100,USING
m_1242,135118,161,8.0,96,100,USING
m_1242,140603,161,8.0,96,100,USING
m_1242,164134,161,8.0,96,100,USING
m_1242,168686,161,8.0,96,100,USING
m_1243,340191,17,17.0,96,100,USING
m_1244,313676,169,1.0,96,100,USING
m_1245,343580,10,10.0,96,100,USING
m_1245,344638,10,10.0,96,100,USING
m_1247,195167,55,17.0,96,100,USING
m_1247,197382,55,17.0,96,100,USING
m_1248,500898,115,13.0,96,100,USING
m_1248,505535,115,13.0,96,100,USING
m_1249,215235,212,15.0,96,100,USING
m_1249,220981,212,15.0,96,100,USING
m_125,566075,52,12.0,96,100,USING
m_125,580058,52,12.0,96,100,USING
m_1250,232459,93,5.0,96,100,USING
m_1250,249382,93,5.0,96,100,USING
m_1250,346771,93,5.0,96,100,USING
m_1250,348552,93,5.0,96,100,USING
m_1250,555614,93,5.0,96,100,USING
m_1250,558414,93,5.0,96,100,USING
m_1257,562620,36,6.0,96,100,USING
m_1257,579129,36,6.0,96,100,USING
m_1258,130286,250,18.0,96,100,USING
m_1258,213813,250,18.0,96,100,USING
m_1258,215274,250,18.0,96,100,USING
m_1258,314842,250,18.0,96,100,USING
m_1260,162975,19,19.0,96,100,USING
m_1260,164315,19,19.0,96,100,USING
m_1260,168894,19,19.0,96,100,USING
m_1260,230043,19,19.0,96,100,USING
m_1260,235343,19,19.0,96,100,USING
m_1260,236320,19,19.0,96,100,USING
m_1260,241484,19,19.0,96,100,USING
m_1260,249641,19,19.0,96,100,USING
m_1260,252647,19,19.0,96,100,USING
m_1260,303276,19,19.0,96,100,USING
m_1260,310468,19,19.0,96,100,USING
m_1260,312469,19,19.0,96,100,USING
m_1260,315168,19,19.0,96,100,USING
m_1260,538558,19,19.0,96,100,USING
m_1260,548656,19,19.0,96,100,USING
m_1261,324359,19,19.0,96,100,USING
m_1261,338372,19,19.0,96,100,USING
m_1261,574137,19,19.0,96,100,USING
m_1262,579525,150,4.0,96,100,USING
m_1262,584603,150,4.0,96,100,USING
m_1262,593942,150,4.0,96,100,USING
m_1263,305187,15,15.0,96,100,USING
m_1263,310259,15,15.0,96,100,USING
m_1263,312728,15,15.0,96,100,USING
m_1263,317520,15,15.0,96,100,USING
m_1263,357600,15,,96,100,USING
m_1263,360232,15,15.0,96,100,USING
m_1263,447218,15,,96,100,USING
m_1263,450071,15,15.0,96,100,USING
m_1264,539531,117,13.0,96,100,USING
m_1264,547187,117,13.0,96,100,USING
m_1267,574679,274,16.0,96,100,USING
m_127,209926,48,10.0,96,100,USING
m_127,213865,48,10.0,96,100,USING
m_127,216293,48,10.0,96,100,USING
m_127,219929,48,10.0,96,100,USING
m_127,310244,48,10.0,96,100,USING
m_1271,325804,120,4.0,96,100,USING
m_1271,568334,120,4.0,96,100,USING
m_1271,574647,120,4.0,96,100,USING
m_1272,126121,110,11.0,96,100,USING
m_1272,134821,110,11.0,96,100,USING
m_1272,139572,110,11.0,96,100,USING
m_1272,162830,110,11.0,96,100,USING
m_1272,170591,110,11.0,96,100,USING
m_1272,285075,110,11.0,96,100,USING
m_1272,302885,110,11.0,96,100,USING
m_1272,304394,110,11.0,96,100,USING
m_1272,335082,110,11.0,96,100,USING
m_1274,579589,40,8.0,96,100,USING
m_1274,583164,40,8.0,96,100,USING
m_1275,388079,76,20.0,96,100,USING
m_1275,449897,76,20.0,96,100,USING
m_1275,569273,76,20.0,96,100,USING
m_1275,573068,76,20.0,96,100,USING
m_1277,347428,58,20.0,96,100,USING
m_1277,402858,58,20.0,96,100,USING
m_1277,446025,58,20.0,96,100,USING
m_1277,554657,58,20.0,96,100,USING
m_1277,559389,58,20.0,96,100,USING
m_1278,340152,78,20.0,96,100,USING
m_1278,346628,78,20.0,96,100,USING
m_1279,393575,99,7.0,96,100,USING
m_1279,395560,99,7.0,96,100,USING
m_1279,572932,99,7.0,96,100,USING
m_1279,574294,99,7.0,96,100,USING
m_128,569903,16,16.0,96,100,USING
m_128,571737,16,16.0,96,100,USING
m_128,577493,16,16.0,96,100,USING
m_128,580998,16,16.0,96,100,USING
m_128,584547,16,16.0,96,100,USING
m_128,595525,16,16.0,96,100,USING
m_128,598335,16,16.0,96,100,USING
m_1283,318455,22,2.0,96,100,USING
m_1283,332285,22,2.0,96,100,USING
m_1283,578963,22,2.0,96,100,USING
m_1283,582801,22,2.0,96,100,USING
m_1284,325647,51,13.0,96,100,USING
m_1284,327000,51,13.0,96,100,USING
m_1284,400472,51,13.0,96,100,USING
m_1284,401585,51,13.0,96,100,USING
m_1285,127268,15,15.0,96,100,USING
m_1285,135567,15,15.0,96,100,USING
m_1285,162978,15,15.0,96,100,USING
m_1285,167606,15,15.0,96,100,USING
m_1285,335366,15,15.0,96,100,USING
m_1285,339172,15,15.0,96,100,USING
m_1285,345103,15,15.0,96,100,USING
m_1285,573296,15,15.0,96,100,USING
m_1285,575803,15,15.0,96,100,USING
m_1288,238312,1,1.0,96,100,USING
m_1288,240026,1,1.0,96,100,USING
m_1289,298679,22,2.0,96,100,USING
m_1289,303159,22,2.0,96,100,USING
m_1289,586128,22,2.0,96,100,USING
m_1289,589457,22,2.0,96,100,USING
m_1290,347393,149,4.0,96,100,USING
m_1290,353268,149,4.0,96,100,USING
m_1290,382423,149,4.0,96,100,USING
m_1290,384853,149,4.0,96,100,USING
m_1291,260050,3,3.0,96,100,USING
m_1291,262329,3,3.0,96,100,USING
m_1292,144030,123,15.0,96,100,USING
m_1292,340432,123,15.0,96,100,USING
m_1292,346367,123,15.0,96,100,USING
m_1292,385511,123,15.0,96,100,USING
m_1292,542414,123,15.0,96,100,USING
m_1292,550717,123,15.0,96,100,USING
m_1295,589461,23,2.0,96,100,USING
m_1296,314141,132,18.0,96,100,USING
m_1297,571333,60,2.0,96,100,USING
m_1297,585908,60,2.0,96,100,USING
m_1298,213237,84,11.0,96,100,USING
m_1298,217923,84,11.0,96,100,USING
m_1298,224421,84,11.0,96,100,USING
m_1298,225374,84,11.0,96,100,USING
m_1298,259875,84,11.0,96,100,USING
m_13,341976,176,13.0,96,100,USING
m_1302,348337,32,5.0,96,100,USING
m_1302,354390,32,5.0,96,100,USING
m_1302,385870,32,5.0,96,100,USING
m_1304,116491,4,4.0,96,100,USING
m_1305,324624,61,3.0,96,100,USING
m_1305,329134,61,3.0,96,100,USING
m_1305,331448,61,3.0,96,100,USING
m_1305,336200,61,3.0,96,100,USING
m_1307,578587,63,5.0,96,100,USING
m_1307,582568,63,5.0,96,100,USING
m_1309,401428,62,4.0,96,100,USING
m_1309,402525,62,4.0,96,100,USING
m_131,143985,163,9.0,96,100,USING
m_131,148935,163,9.0,96,100,USING
m_131,325591,163,9.0,96,100,USING
m_1310,343523,63,15.0,96,100,USING
m_1310,344579,63,15.0,96,100,USING
m_1310,348328,63,15.0,96,100,USING
m_1310,351818,63,15.0,96,100,USING
m_1310,383289,63,15.0,96,100,USING
m_1310,387212,63,15.0,96,100,USING
m_1310,401406,63,15.0,96,100,USING
m_1311,221311,260,1.0,96,100,USING
m_1311,225800,260,1.0,96,100,USING
m_1311,595410,260,1.0,96,100,USING
m_1312,217394,62,15.0,96,100,USING
m_1312,321339,62,15.0,96,100,USING
m_1312,323298,62,15.0,96,100,USING
m_132,343080,21,1.0,96,100,USING
m_132,345027,21,1.0,96,100,USING
m_1321,157920,5,5.0,96,100,USING
m_1321,338833,5,5.0,96,100,USING
m_1324,238327,209,14.0,96,100,USING
m_1324,243911,209,14.0,96,100,USING
m_1324,568361,209,14.0,96,100,USING
m_1324,572978,209,14.0,96,100,USING
m_1325,338791,65,16.0,96,100,USING
m_1325,340270,65,16.0,96,100,USING
m_1325,344883,65,16.0,96,100,USING
